annotation_count,api_path,artist_names,full_title,header_image_thumbnail_url,header_image_url,id,language,lyrics_owner_id,lyrics_state,path,pyongs_count,relationships_index_url,release_date_components,release_date_for_display,release_date_with_abbreviated_month_for_display,song_art_image_thumbnail_url,song_art_image_url,stats,title,title_with_featured,url,featured_artists,primary_artist
0,/songs/6312935,Duomo,Riptide by Duomo,https://images.genius.com/a692cf8df4bae71e45e78b2cf5bd16b3.300x300x1.jpg,https://images.genius.com/a692cf8df4bae71e45e78b2cf5bd16b3.500x500x1.jpg,6312935,en,4274810,complete,/Duomo-riptide-lyrics,,https://genius.com/Duomo-riptide-sample,"{'year': 2018, 'month': 4, 'day': 30}","April 30, 2018","Apr. 30, 2018",https://images.genius.com/a692cf8df4bae71e45e78b2cf5bd16b3.300x300x1.jpg,https://images.genius.com/a692cf8df4bae71e45e78b2cf5bd16b3.500x500x1.jpg,"{'unreviewed_annotations': 0, 'hot': False}",Riptide,Riptide,https://genius.com/Duomo-riptide-lyrics,[],"{'api_path': '/artists/2534229', 'header_image_url': 'https://images.genius.com/861d248baf176e7fef884ab6e8dd7595.1000x1000x1.jpg', 'id': 2534229, 'image_url': 'https://images.genius.com/861d248baf176e7fef884ab6e8dd7595.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Duomo', 'url': 'https://genius.com/artists/Duomo'}"
0,/songs/6719860,Vitamin String Quartet,Riptide by Vitamin String Quartet,https://images.genius.com/ebfbd685fda1d58d1a466c449496acc1.300x300x1.jpg,https://images.genius.com/ebfbd685fda1d58d1a466c449496acc1.1000x1000x1.jpg,6719860,en,4274810,complete,/Vitamin-string-quartet-riptide-lyrics,,https://genius.com/Vitamin-string-quartet-riptide-sample,"{'year': 2015, 'month': 1, 'day': 2}","January 2, 2015","Jan. 2, 2015",https://images.genius.com/ebfbd685fda1d58d1a466c449496acc1.300x300x1.jpg,https://images.genius.com/ebfbd685fda1d58d1a466c449496acc1.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False}",Riptide,Riptide,https://genius.com/Vitamin-string-quartet-riptide-lyrics,[],"{'api_path': '/artists/454633', 'header_image_url': 'https://images.genius.com/e0452090389fab739c46e708eaffba75.1000x429x1.jpg', 'id': 454633, 'image_url': 'https://images.genius.com/3c992a4813c7fa30a59164a2d4bc419e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vitamin String Quartet', 'url': 'https://genius.com/artists/Vitamin-string-quartet', 'iq': 104}"
0,/songs/7304417,Nathan Evans,Riptide by Nathan Evans,https://images.genius.com/e32a31de2fb65411b79eb459ce7f5edb.300x300x1.png,https://images.genius.com/e32a31de2fb65411b79eb459ce7f5edb.1000x1000x1.png,7304417,en,14792873,complete,/Nathan-evans-riptide-lyrics,,https://genius.com/Nathan-evans-riptide-sample,"{'year': 2020, 'month': 8, 'day': 1}","August 1, 2020","Aug. 1, 2020",https://images.genius.com/e32a31de2fb65411b79eb459ce7f5edb.300x300x1.png,https://images.genius.com/e32a31de2fb65411b79eb459ce7f5edb.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False}",Riptide,Riptide,https://genius.com/Nathan-evans-riptide-lyrics,[],"{'api_path': '/artists/1496028', 'header_image_url': 'https://images.genius.com/3f1199ffde32b1b2875431ea49edff33.1000x562x1.jpg', 'id': 1496028, 'image_url': 'https://images.genius.com/0538b22c15fdd5d8569d660c5c9061f7.450x450x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Nathan Evans', 'url': 'https://genius.com/artists/Nathan-evans'}"
11,/songs/245054,Vance Joy,Riptide by Vance Joy,https://images.genius.com/96ecec766cc55315923edeaba725f913.300x300x1.jpg,https://images.genius.com/96ecec766cc55315923edeaba725f913.756x756x1.jpg,245054,en,272631,complete,/Vance-joy-riptide-lyrics,360,https://genius.com/Vance-joy-riptide-sample,"{'year': 2013, 'month': 3, 'day': 1}","March 1, 2013","Mar. 1, 2013",https://images.genius.com/633a12b3a7c7448362bdf402059bf66c.300x300x1.jpg,https://images.genius.com/633a12b3a7c7448362bdf402059bf66c.640x640x1.jpg,"{'unreviewed_annotations': 0, 'concurrents': 2, 'hot': False, 'pageviews': 2156660}",Riptide,Riptide,https://genius.com/Vance-joy-riptide-lyrics,[],"{'api_path': '/artists/81818', 'header_image_url': 'https://images.genius.com/04367f46ed4b3c870c11377077461bfd.820x461x1.png', 'id': 81818, 'image_url': 'https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vance Joy', 'url': 'https://genius.com/artists/Vance-joy'}"
0,/songs/8796059,"Vancouver Sleep Clinic, Pop Goes Ambient & Amelia Magdalena","Riptide by Vancouver Sleep Clinic, Pop Goes Ambient & Amelia Magdalena",https://images.genius.com/55fbdecde83e7beab0ca28bfa170d413.300x300x1.jpg,https://images.genius.com/55fbdecde83e7beab0ca28bfa170d413.1000x1000x1.jpg,8796059,en,10665984,complete,/Vancouver-sleep-clinic-pop-goes-ambient-and-amelia-magdalena-riptide-lyrics,,https://genius.com/Vancouver-sleep-clinic-pop-goes-ambient-and-amelia-magdalena-riptide-sample,"{'year': 2023, 'month': 2, 'day': 3}","February 3, 2023","Feb. 3, 2023",https://images.genius.com/55fbdecde83e7beab0ca28bfa170d413.300x300x1.jpg,https://images.genius.com/55fbdecde83e7beab0ca28bfa170d413.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False}",Riptide,Riptide,https://genius.com/Vancouver-sleep-clinic-pop-goes-ambient-and-amelia-magdalena-riptide-lyrics,[],"{'api_path': '/artists/3431022', 'header_image_url': 'https://assets.genius.com/images/default_avatar_300.png?1678135097', 'id': 3431022, 'image_url': 'https://assets.genius.com/images/default_avatar_300.png?1678135097', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vancouver Sleep Clinic, Pop Goes Ambient & Amelia Magdalena', 'url': 'https://genius.com/artists/Vancouver-sleep-clinic-pop-goes-ambient-and-amelia-magdalena'}"
1,/songs/7634441,CHILESBROanimation (Ft. CHILESBROanimation),"""Riptide"" Cover by CHILESBROanimation (Ft. CHILESBROanimation)",https://images.genius.com/e91302b0fbc13506cfa37f4e66e0d51e.300x300x1.jpg,https://images.genius.com/e91302b0fbc13506cfa37f4e66e0d51e.700x700x1.jpg,7634441,en,15398914,complete,/Chilesbroanimation-riptide-cover-lyrics,,https://genius.com/Chilesbroanimation-riptide-cover-sample,"{'year': 2022, 'month': 1, 'day': 25}","January 25, 2022","Jan. 25, 2022",https://images.genius.com/e91302b0fbc13506cfa37f4e66e0d51e.300x300x1.jpg,https://images.genius.com/e91302b0fbc13506cfa37f4e66e0d51e.700x700x1.jpg,"{'unreviewed_annotations': 1, 'hot': False}",“Riptide” Cover,"""Riptide"" Cover (Ft. CHILESBROanimation)",https://genius.com/Chilesbroanimation-riptide-cover-lyrics,"[{'api_path': '/artists/3032557', 'header_image_url': 'https://images.genius.com/e6773c6cbe74f3863c64a1d129cd125f.1000x563x1.png', 'id': 3032557, 'image_url': 'https://images.genius.com/0eec77a95d900aa759225e8fa45cbeb4.1000x1000x1.png', 'is_meme_verified': False, 'is_verified': False, 'name': 'CHILESBROanimation', 'url': 'https://genius.com/artists/Chilesbroanimation'}]","{'api_path': '/artists/3032557', 'header_image_url': 'https://images.genius.com/e6773c6cbe74f3863c64a1d129cd125f.1000x563x1.png', 'id': 3032557, 'image_url': 'https://images.genius.com/0eec77a95d900aa759225e8fa45cbeb4.1000x1000x1.png', 'is_meme_verified': False, 'is_verified': False, 'name': 'CHILESBROanimation', 'url': 'https://genius.com/artists/Chilesbroanimation'}"
1,/songs/2178061,Vance Joy,Riptide - FlicFlac Edit by Vance Joy,https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.300x300x1.jpg,https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg,2178061,en,1549345,complete,/Vance-joy-riptide-flicflac-edit-lyrics,,https://genius.com/Vance-joy-riptide-flicflac-edit-sample,,,,https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.300x300x1.jpg,https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False}",Riptide - FlicFlac Edit,Riptide - FlicFlac Edit,https://genius.com/Vance-joy-riptide-flicflac-edit-lyrics,[],"{'api_path': '/artists/81818', 'header_image_url': 'https://images.genius.com/04367f46ed4b3c870c11377077461bfd.820x461x1.png', 'id': 81818, 'image_url': 'https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vance Joy', 'url': 'https://genius.com/artists/Vance-joy'}"
0,/songs/6372394,Vance Joy,Riptide (Live at Red Rocks Amphitheatre) by Vance Joy,https://images.genius.com/37ff51aecee5aeab19092fa3b3c1231a.300x300x1.jpg,https://images.genius.com/37ff51aecee5aeab19092fa3b3c1231a.1000x1000x1.jpg,6372394,en,6268779,complete,/Vance-joy-riptide-live-at-red-rocks-amphitheatre-lyrics,,https://genius.com/Vance-joy-riptide-live-at-red-rocks-amphitheatre-sample,"{'year': 2018, 'month': 11, 'day': 16}","November 16, 2018","Nov. 16, 2018",https://images.genius.com/37ff51aecee5aeab19092fa3b3c1231a.300x300x1.jpg,https://images.genius.com/37ff51aecee5aeab19092fa3b3c1231a.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False}",Riptide (Live at Red Rocks Amphitheatre),Riptide (Live at Red Rocks Amphitheatre),https://genius.com/Vance-joy-riptide-live-at-red-rocks-amphitheatre-lyrics,[],"{'api_path': '/artists/81818', 'header_image_url': 'https://images.genius.com/04367f46ed4b3c870c11377077461bfd.820x461x1.png', 'id': 81818, 'image_url': 'https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vance Joy', 'url': 'https://genius.com/artists/Vance-joy'}"
1,/songs/1938472,Vance Joy,Riptide - live from spotify london by Vance Joy,https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.300x300x1.jpg,https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg,1938472,en,1549345,complete,/Vance-joy-riptide-live-from-spotify-london-lyrics,,https://genius.com/Vance-joy-riptide-live-from-spotify-london-sample,,,,https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.300x300x1.jpg,https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False}",Riptide - live from spotify london,Riptide - live from spotify london,https://genius.com/Vance-joy-riptide-live-from-spotify-london-lyrics,[],"{'api_path': '/artists/81818', 'header_image_url': 'https://images.genius.com/04367f46ed4b3c870c11377077461bfd.820x461x1.png', 'id': 81818, 'image_url': 'https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vance Joy', 'url': 'https://genius.com/artists/Vance-joy'}"
0,/songs/3965499,Bely Basarte,Riptide (Vance Joy) by Bely Basarte,https://images.genius.com/d512268b11ce0ab1f258ea796c6754e4.300x300x1.jpg,https://images.genius.com/d512268b11ce0ab1f258ea796c6754e4.640x640x1.jpg,3965499,en,6787370,complete,/Bely-basarte-riptide-vance-joy-lyrics,,https://genius.com/Bely-basarte-riptide-vance-joy-sample,"{'year': 2016, 'month': 6, 'day': 3}","June 3, 2016","Jun. 3, 2016",https://images.genius.com/d512268b11ce0ab1f258ea796c6754e4.300x300x1.jpg,https://images.genius.com/d512268b11ce0ab1f258ea796c6754e4.640x640x1.jpg,"{'unreviewed_annotations': 0, 'hot': False}",Riptide (Vance Joy),Riptide (Vance Joy),https://genius.com/Bely-basarte-riptide-vance-joy-lyrics,[],"{'api_path': '/artists/531707', 'header_image_url': 'https://images.genius.com/7a7ef8d00c26baff3b65f202b5fa88ed.810x810x1.jpg', 'id': 531707, 'image_url': 'https://images.genius.com/d46c2867c53009f7d7c2ca867a20d261.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Bely Basarte', 'url': 'https://genius.com/artists/Bely-basarte'}"
0,/songs/3410966,Vance Joy,Saturday Sun by Vance Joy,https://images.genius.com/96b16318766da4b699493349fb4ae43c.220x220x1.jpg,https://images.genius.com/96b16318766da4b699493349fb4ae43c.220x220x1.jpg,3410966,en,104344,complete,/Vance-joy-saturday-sun-lyrics,17,https://genius.com/Vance-joy-saturday-sun-sample,"{'year': 2018, 'month': 2, 'day': 1}","February 1, 2018","Feb. 1, 2018",https://images.genius.com/96b16318766da4b699493349fb4ae43c.220x220x1.jpg,https://images.genius.com/96b16318766da4b699493349fb4ae43c.220x220x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 73304}",Saturday Sun,Saturday Sun,https://genius.com/Vance-joy-saturday-sun-lyrics,[],"{'api_path': '/artists/81818', 'header_image_url': 'https://images.genius.com/04367f46ed4b3c870c11377077461bfd.820x461x1.png', 'id': 81818, 'image_url': 'https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vance Joy', 'url': 'https://genius.com/artists/Vance-joy'}"
0,/songs/7036403,Vance Joy,Saturday Sun (Acoustic) by Vance Joy,https://images.genius.com/d8bb4d4c39e01e029b6c43c1506d4f31.300x300x1.png,https://images.genius.com/d8bb4d4c39e01e029b6c43c1506d4f31.1000x1000x1.png,7036403,en,6268779,complete,/Vance-joy-saturday-sun-acoustic-lyrics,,https://genius.com/Vance-joy-saturday-sun-acoustic-sample,"{'year': 2018, 'month': 5, 'day': 4}","May 4, 2018","May. 4, 2018",https://images.genius.com/d8bb4d4c39e01e029b6c43c1506d4f31.300x300x1.png,https://images.genius.com/d8bb4d4c39e01e029b6c43c1506d4f31.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False}",Saturday Sun (Acoustic),Saturday Sun (Acoustic),https://genius.com/Vance-joy-saturday-sun-acoustic-lyrics,[],"{'api_path': '/artists/81818', 'header_image_url': 'https://images.genius.com/04367f46ed4b3c870c11377077461bfd.820x461x1.png', 'id': 81818, 'image_url': 'https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vance Joy', 'url': 'https://genius.com/artists/Vance-joy'}"
0,/songs/6372396,Vance Joy,Saturday Sun (Live at Red Rocks Amphitheatre) by Vance Joy,https://images.genius.com/37ff51aecee5aeab19092fa3b3c1231a.300x300x1.jpg,https://images.genius.com/37ff51aecee5aeab19092fa3b3c1231a.1000x1000x1.jpg,6372396,en,6268779,complete,/Vance-joy-saturday-sun-live-at-red-rocks-amphitheatre-lyrics,,https://genius.com/Vance-joy-saturday-sun-live-at-red-rocks-amphitheatre-sample,"{'year': 2018, 'month': 11, 'day': 16}","November 16, 2018","Nov. 16, 2018",https://images.genius.com/37ff51aecee5aeab19092fa3b3c1231a.300x300x1.jpg,https://images.genius.com/37ff51aecee5aeab19092fa3b3c1231a.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False}",Saturday Sun (Live at Red Rocks Amphitheatre),Saturday Sun (Live at Red Rocks Amphitheatre),https://genius.com/Vance-joy-saturday-sun-live-at-red-rocks-amphitheatre-lyrics,[],"{'api_path': '/artists/81818', 'header_image_url': 'https://images.genius.com/04367f46ed4b3c870c11377077461bfd.820x461x1.png', 'id': 81818, 'image_url': 'https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vance Joy', 'url': 'https://genius.com/artists/Vance-joy'}"
0,/songs/7036422,Vance Joy,Saturday Sun (Luca Schreiner Remix) by Vance Joy,https://images.genius.com/fbe0435a878f158b319f348ace7a683e.300x300x1.png,https://images.genius.com/fbe0435a878f158b319f348ace7a683e.1000x1000x1.png,7036422,en,6268779,complete,/Vance-joy-saturday-sun-luca-schreiner-remix-lyrics,,https://genius.com/Vance-joy-saturday-sun-luca-schreiner-remix-sample,"{'year': 2018, 'month': 6, 'day': 8}","June 8, 2018","Jun. 8, 2018",https://images.genius.com/fbe0435a878f158b319f348ace7a683e.300x300x1.png,https://images.genius.com/fbe0435a878f158b319f348ace7a683e.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False}",Saturday Sun (Luca Schreiner Remix),Saturday Sun (Luca Schreiner Remix),https://genius.com/Vance-joy-saturday-sun-luca-schreiner-remix-lyrics,[],"{'api_path': '/artists/81818', 'header_image_url': 'https://images.genius.com/04367f46ed4b3c870c11377077461bfd.820x461x1.png', 'id': 81818, 'image_url': 'https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vance Joy', 'url': 'https://genius.com/artists/Vance-joy'}"
0,/songs/5188100,Vance Joy,Saturday Sun (Ryan Riback Remix) by Vance Joy,https://images.genius.com/8877940778dd35a6febbf802eae4664e.300x300x1.png,https://images.genius.com/8877940778dd35a6febbf802eae4664e.1000x1000x1.png,5188100,en,6268779,complete,/Vance-joy-saturday-sun-ryan-riback-remix-lyrics,,https://genius.com/Vance-joy-saturday-sun-ryan-riback-remix-sample,"{'year': 2018, 'month': 7, 'day': 6}","July 6, 2018","Jul. 6, 2018",https://images.genius.com/8877940778dd35a6febbf802eae4664e.300x300x1.png,https://images.genius.com/8877940778dd35a6febbf802eae4664e.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False}",Saturday Sun (Ryan Riback Remix),Saturday Sun (Ryan Riback Remix),https://genius.com/Vance-joy-saturday-sun-ryan-riback-remix-lyrics,[],"{'api_path': '/artists/81818', 'header_image_url': 'https://images.genius.com/04367f46ed4b3c870c11377077461bfd.820x461x1.png', 'id': 81818, 'image_url': 'https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vance Joy', 'url': 'https://genius.com/artists/Vance-joy'}"
3,/songs/486853,Vance Joy,Snaggletooth by Vance Joy,https://images.genius.com/537f1cef9034d1baff03bad5da8213ee.300x300x1.jpg,https://images.genius.com/537f1cef9034d1baff03bad5da8213ee.1000x1000x1.jpg,486853,en,885097,complete,/Vance-joy-snaggletooth-lyrics,8,https://genius.com/Vance-joy-snaggletooth-sample,"{'year': 2013, 'month': 3, 'day': 22}","March 22, 2013","Mar. 22, 2013",https://images.genius.com/537f1cef9034d1baff03bad5da8213ee.300x300x1.jpg,https://images.genius.com/537f1cef9034d1baff03bad5da8213ee.1000x1000x1.jpg,"{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 10419}",Snaggletooth,Snaggletooth,https://genius.com/Vance-joy-snaggletooth-lyrics,[],"{'api_path': '/artists/81818', 'header_image_url': 'https://images.genius.com/04367f46ed4b3c870c11377077461bfd.820x461x1.png', 'id': 81818, 'image_url': 'https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vance Joy', 'url': 'https://genius.com/artists/Vance-joy'}"
1,/songs/7984831,Vance Joy,Solid Ground by Vance Joy,https://images.genius.com/38ee56e9cdb39464d98377283b4a9a92.300x300x1.jpg,https://images.genius.com/38ee56e9cdb39464d98377283b4a9a92.1000x1000x1.jpg,7984831,en,15949169,complete,/Vance-joy-solid-ground-lyrics,,https://genius.com/Vance-joy-solid-ground-sample,"{'year': 2022, 'month': 6, 'day': 10}","June 10, 2022","Jun. 10, 2022",https://images.genius.com/38ee56e9cdb39464d98377283b4a9a92.300x300x1.jpg,https://images.genius.com/38ee56e9cdb39464d98377283b4a9a92.1000x1000x1.jpg,"{'unreviewed_annotations': 1, 'hot': False}",Solid Ground,Solid Ground,https://genius.com/Vance-joy-solid-ground-lyrics,[],"{'api_path': '/artists/81818', 'header_image_url': 'https://images.genius.com/04367f46ed4b3c870c11377077461bfd.820x461x1.png', 'id': 81818, 'image_url': 'https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vance Joy', 'url': 'https://genius.com/artists/Vance-joy'}"
0,/songs/2261662,Vance Joy,Straight Into Your Arms by Vance Joy,https://images.genius.com/b39eaa9c17c400ae055e90a5a7a8e7b3.300x300x1.jpg,https://images.genius.com/b39eaa9c17c400ae055e90a5a7a8e7b3.1000x1000x1.jpg,2261662,en,266331,complete,/Vance-joy-straight-into-your-arms-lyrics,,https://genius.com/Vance-joy-straight-into-your-arms-sample,"{'year': 2016, 'month': 2, 'day': 15}","February 15, 2016","Feb. 15, 2016",https://images.genius.com/b39eaa9c17c400ae055e90a5a7a8e7b3.300x300x1.jpg,https://images.genius.com/b39eaa9c17c400ae055e90a5a7a8e7b3.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 24741}",Straight Into Your Arms,Straight Into Your Arms,https://genius.com/Vance-joy-straight-into-your-arms-lyrics,[],"{'api_path': '/artists/81818', 'header_image_url': 'https://images.genius.com/04367f46ed4b3c870c11377077461bfd.820x461x1.png', 'id': 81818, 'image_url': 'https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vance Joy', 'url': 'https://genius.com/artists/Vance-joy'}"
0,/songs/3301674,Vance Joy,Take Your Time by Vance Joy,https://images.genius.com/ebfa3436afb13f3842ce798781c68ef4.300x300x1.jpg,https://images.genius.com/ebfa3436afb13f3842ce798781c68ef4.960x960x1.jpg,3301674,en,3628738,complete,/Vance-joy-take-your-time-lyrics,3,https://genius.com/Vance-joy-take-your-time-sample,"{'year': 2018, 'month': 2, 'day': 23}","February 23, 2018","Feb. 23, 2018",https://images.genius.com/ebfa3436afb13f3842ce798781c68ef4.300x300x1.jpg,https://images.genius.com/ebfa3436afb13f3842ce798781c68ef4.960x960x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 27075}",Take Your Time,Take Your Time,https://genius.com/Vance-joy-take-your-time-lyrics,[],"{'api_path': '/artists/81818', 'header_image_url': 'https://images.genius.com/04367f46ed4b3c870c11377077461bfd.820x461x1.png', 'id': 81818, 'image_url': 'https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vance Joy', 'url': 'https://genius.com/artists/Vance-joy'}"
0,/songs/6372383,Vance Joy,Take Your Time (Live at Red Rocks Amphitheatre) by Vance Joy,https://images.genius.com/37ff51aecee5aeab19092fa3b3c1231a.300x300x1.jpg,https://images.genius.com/37ff51aecee5aeab19092fa3b3c1231a.1000x1000x1.jpg,6372383,en,6268779,complete,/Vance-joy-take-your-time-live-at-red-rocks-amphitheatre-lyrics,,https://genius.com/Vance-joy-take-your-time-live-at-red-rocks-amphitheatre-sample,"{'year': 2018, 'month': 11, 'day': 16}","November 16, 2018","Nov. 16, 2018",https://images.genius.com/37ff51aecee5aeab19092fa3b3c1231a.300x300x1.jpg,https://images.genius.com/37ff51aecee5aeab19092fa3b3c1231a.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False}",Take Your Time (Live at Red Rocks Amphitheatre),Take Your Time (Live at Red Rocks Amphitheatre),https://genius.com/Vance-joy-take-your-time-live-at-red-rocks-amphitheatre-lyrics,[],"{'api_path': '/artists/81818', 'header_image_url': 'https://images.genius.com/04367f46ed4b3c870c11377077461bfd.820x461x1.png', 'id': 81818, 'image_url': 'https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vance Joy', 'url': 'https://genius.com/artists/Vance-joy'}"
2,/songs/7984838,Vance Joy,This One by Vance Joy,https://images.genius.com/38ee56e9cdb39464d98377283b4a9a92.300x300x1.jpg,https://images.genius.com/38ee56e9cdb39464d98377283b4a9a92.1000x1000x1.jpg,7984838,en,10665984,complete,/Vance-joy-this-one-lyrics,,https://genius.com/Vance-joy-this-one-sample,"{'year': 2022, 'month': 6, 'day': 10}","June 10, 2022","Jun. 10, 2022",https://images.genius.com/38ee56e9cdb39464d98377283b4a9a92.300x300x1.jpg,https://images.genius.com/38ee56e9cdb39464d98377283b4a9a92.1000x1000x1.jpg,"{'unreviewed_annotations': 2, 'hot': False}",This One,This One,https://genius.com/Vance-joy-this-one-lyrics,[],"{'api_path': '/artists/81818', 'header_image_url': 'https://images.genius.com/04367f46ed4b3c870c11377077461bfd.820x461x1.png', 'id': 81818, 'image_url': 'https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vance Joy', 'url': 'https://genius.com/artists/Vance-joy'}"
4,/songs/510951,Vance Joy,Wasted Time by Vance Joy,https://images.genius.com/b39eaa9c17c400ae055e90a5a7a8e7b3.300x300x1.jpg,https://images.genius.com/b39eaa9c17c400ae055e90a5a7a8e7b3.1000x1000x1.jpg,510951,en,1050657,complete,/Vance-joy-wasted-time-lyrics,17,https://genius.com/Vance-joy-wasted-time-sample,"{'year': 2014, 'month': 9, 'day': 2}","September 2, 2014","Sep. 2, 2014",https://images.genius.com/b39eaa9c17c400ae055e90a5a7a8e7b3.300x300x1.jpg,https://images.genius.com/b39eaa9c17c400ae055e90a5a7a8e7b3.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 27080}",Wasted Time,Wasted Time,https://genius.com/Vance-joy-wasted-time-lyrics,[],"{'api_path': '/artists/81818', 'header_image_url': 'https://images.genius.com/04367f46ed4b3c870c11377077461bfd.820x461x1.png', 'id': 81818, 'image_url': 'https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vance Joy', 'url': 'https://genius.com/artists/Vance-joy'}"
0,/songs/6372390,Vance Joy,Wasted Time (Live at Red Rocks Amphitheatre) by Vance Joy,https://images.genius.com/37ff51aecee5aeab19092fa3b3c1231a.300x300x1.jpg,https://images.genius.com/37ff51aecee5aeab19092fa3b3c1231a.1000x1000x1.jpg,6372390,en,6268779,complete,/Vance-joy-wasted-time-live-at-red-rocks-amphitheatre-lyrics,,https://genius.com/Vance-joy-wasted-time-live-at-red-rocks-amphitheatre-sample,"{'year': 2018, 'month': 11, 'day': 16}","November 16, 2018","Nov. 16, 2018",https://images.genius.com/37ff51aecee5aeab19092fa3b3c1231a.300x300x1.jpg,https://images.genius.com/37ff51aecee5aeab19092fa3b3c1231a.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False}",Wasted Time (Live at Red Rocks Amphitheatre),Wasted Time (Live at Red Rocks Amphitheatre),https://genius.com/Vance-joy-wasted-time-live-at-red-rocks-amphitheatre-lyrics,[],"{'api_path': '/artists/81818', 'header_image_url': 'https://images.genius.com/04367f46ed4b3c870c11377077461bfd.820x461x1.png', 'id': 81818, 'image_url': 'https://images.genius.com/a24a69d5950221aaa13c45d6d70da249.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Vance Joy', 'url': 'https://genius.com/artists/Vance-joy'}"
