title,tag,artist,year,image,views,lyrics,id
Fly in the Web,pop,ChewieCatt,2022,https://images.genius.com/b35566159185fd0f97bfe9b703b0c8dc.640x640x1.jpg,1164,"[Intro]\nLalala lala lala\nLalala lala\n\n[Verse 1]\nLike a fly in the web, you know I gotcha\nTrapped\nKeep on moving, if you're gonna be caught, yeah\nBetter off caught dead\n\nIf you move, better be moving slow\n'Cause I hear everywhere you go\nI can sense you just around the corner\nAround that bend\n[Pre-Chorus]\nLalala lala lala\nLalala (lala), caught dead\n\n[Chorus]\nTake a little spin here in my web\nWhere'd you think you'd be instead?\nI guess you didn't use your head\nNow look where you've landed\nHеre, you'll live and fade away\nRotting hеre in this old place\nDon't you leave, want you to stay\nDon't run away, can't you play?\n\n[Verse 2]\nI can feel you there even in darkness\nCan't hide from me\nYou look tired, here, close your eyes now\nBut won't wake from sleep\n\nIf you run, better be running fast\nYou won't want to end up last\nI can sense you just around the corner\nYou are in my grasp\n\n[Pre-Chorus]\nLalala lala lala\nLalala (lala), caught dead\n[Chorus]\nTake a little spin here in my web\nWhere'd you think you'd be instead?\nI guess you didn't use your head\nNow look where you've landed\nHere, you'll live and fade away\nRotting here in this old place\nDon't you leave, want you to stay\nDon't run away, can't you play?\n\n[Bridge]\nPlay, play, play, play\nPlay, play, play, play\nPlay, play, play, play\nPlay, play, play, play\n\n[Chorus]\nTake a little spin here in my web\nWhere'd you think you'd be instead?\nI guess you didn't use your head\nNow look where you've landed\nHere, you'll live and fade away\nRotting here in this old place\nDon't you leave, want you to stay\nDon't run away, can't you play?",7909779
Animals,rock,THE HARA,2020,https://images.genius.com/09ad95bee542f534d9de7fb8d1fbc142.320x320x1.jpg,87,"[Verse 1]\nRemember those days you used to call me a loner\nNow you’re laughing off an inappropriate boner\nJust another one of those popular kids that died\nRevving up your corsa, who you tryna impress though?\nYou look like shit and you're working at Tesco\nJust another one of those wasted teenage lives\n(Fucking hell)\n\n[Pre-Chorus]\nFilling up these empty minds\nTo satisfy the weekend life\n[Chorus]\nTurn your head for a second\nWe'll eat you alive (We'll eat you alive)\nTurn your eyes to the light\nAnd scream these words all night (Scream these words all night)\nFuck all your Blackbear expectations\n\n[Post-Chorus]\nAnimals never play fair\nAnimals never play fair\nAnimals never play fair\n\n[Verse 2]\nLying in the bath taking pictures for Snapchat\nWhipping out your speaker so that Akon could smack that\nJust another legend that fell by the wayside\nGet your five a day from a couple of dark fruits\nYou're sucking up your sorrows with a high-powered vacuum\nJust another scumbag that peaks before his time\n\n[Pre-Chorus]\nFilling up these empty minds\nTo satisfy the weekend life\n\n[Chorus]\nTurn your head for a second\nWe'll eat you alive (We'll eat you alive)\nTurn your eyes to the light\nAnd scream these words all night (Scream these words all night)\nFuck all your Blackbear expectations\n[Post-Chorus]\nAnimals never play fair\nAnimals never play fair\nAnimals never play fair\n\n[Instrumental]\n\n[Chorus]\nTurn your head for a second\nWe'll eat you alive (We'll eat you alive)\nTurn your eyes to the light\nAnd scream these words all night (Scream these words all night)\nFuck all your Blackbear expectations",7909784
Get It,rap,​kkypr,2022,https://images.genius.com/114a7d205a11f82a4192f67c29ba7f9c.500x500x1.jpg,122,"[Intro]\n(Boystars going crazy in the store)\nLook at these shoes!\nNo, no, let me finish\nDo you have these shoes? No\nUm, no, I don't have those (What are your shoes, what kind?)\nOkay, what are my shoes? Well, I have no idea (Yeah, what are your shoes? Are they Chanel?)\nI couldn't tell you, they're— (Sillyteam)\n\n[Chorus]\nI been getting racks, let me show you what it looks like\nPull up with a choppa to a motherfuckin' fistfight\nI'm just 'bout my drip, yeah, 'cause, homie, you don't look right\nKkypr flip the script, yeah, I had to get my shit right\nYou a bitch, you a nobody\n[?] like a fucking zombie\nNumber (N)ine jeans, while you still shoppin' Abercrombie\nI'm under stress, I'm smokin' cigarettes\nThat song was so fuckin' ass, and you said you tried your best\n[Verse]\nTalking shit, you need a vest\nSmoke out the window, I smoke the best\nYeah, I'm with my fucking Silly Clan, yeah, you can check the crest (Sillyteam!)\nOh my God, she think that I'm a fucking superstar (Yuh)\nI'm with dirt bag, baby, I won't get you far\n""Why do you smoke so much weed?"" Because I'm a boystar\nGot him in my sights now, align him like the fucking stars\nI been getting racks, man, I can show you how to do it\nStep one, get some swag, step two, learn just how to never lose it\nYeah, they talkin shit, but I'm just out here fuckin' cruisin'\nFlap your chops, that's just how you get a fuckin' bruisin'\nYeah, the cameras flashin' when I'm in the function, 'cause I'm coolin'\nOh, you wanna talk about the fucking money? Bitch, I'm fluent\n\n[Chorus]\nI been getting racks, let me show you what it looks like\nPull up with a choppa to a motherfuckin' fistfight\nI'm just 'bout my drip, yeah, 'cause, homie, you don't look right\nKkypr flip the script, yeah, I had to get my shit right\nI been getting racks, let me show you what it looks like\nPull up with a choppa to a motherfuckin' fistfight\nI'm just 'bout my drip, yeah, 'cause, homie, you don't look right\nKkypr flip the script, yeah, I had to get my shit right\nYou a bitch, you a nobody\n[?] like a fucking zombie\nNumber (N)ine jeans, while you still shoppin' Abercrombie\nI'm under stress, I'm smokin' cigarettes\nThat song was so fuckin' ass, and you said you tried your best",7909792
Fred Nevché - Unreal Story Part 2 English translation,pop,Genius English Translations,2021,https://images.genius.com/6935f1a38afc234aa3254f19711da3fa.561x561x1.jpg,57,"[Verse 1]\nI tried to read ""The trial"" of Kafka but I couldn't help myself but interrupt, for a reason or another\nTo roll myself a cigarette, to crush a bug, or to drink from the sink\nTake off a cloth, sit down in my bed, in my armchair, lose myself in the details of my imagination, drown myself in this or that question\nInvent sentences that I don't finish, scrub the carpet, serve the mash to the categories, look at trees from the window for an jour, stare at a spot somewhere thinking about everything, nothing, jump from pillar to post, at full speed, think about my father, put a cloth back on, thinking that it's hot\nCold\nHot\nCold\nHot...\n\n[Verse 2]\nFeel that fall is coming\nImagine myself I don't know whеte in an unknown city\nMove the bеd\nThink about travels, sort papers, re-read postal cards, listen to the neighbors through the wall, wait for the storm, put a disk on then remove it, plan the fay, try to write a song, think about death and what's going to happen after, stop at a store front, play with my phone, make coffee, stop, decide to quit smoking, think about buying light bulbs, organize a week end to the sea, pierce a hole in the wall, search for my fucking credit card, clean the oven, promise myself to do the laundry tomorrow\nRun, run to catch a bus, remember a funny situation\nWalk, walk fast in the rain\nBrush my teeth, twice, promise myself to do the laundry and promise myself to do a laundry tomorrow, for fun\nLaugh all alone\nLaugh\n\n[Verse 3]\nThink about a friend that I haven't seen for 10 years\nTell myself that I'm going to do sport, improve my English\nThink about buying back vegetables, tomatoes, green peas, cucumbers and salads\nMasturbate, for half an hour, search for my glasses, get down the thrash\nThink about him, think about her, make the dishes, and clean the sink after\nMake some place\nJudge, make an appointment at the hairdresser, go nowhere, forget to cross the road, tell things that I don't think, turn around stupidly, have my feet hurting\nForget what I wanted to say, go to the pharmacy, be afraid of the dog, go in circles, smell a perfume, have a pit in the stomach, fantasm on someone, talk for 30 seconds, lack attention, cut my fingernail, make the effort to listen, be hungry, drink without being thirsty, avoid someone\nItch myself\nLook at myself\nMake a mistake\nMake myself taller\nInterrupt myself\nSeat down\nNo longer think about it\nAnd get back on ""The Trial"" of Kafka\nAgain and again\nAgain and again get back on ""The Trial"" of Kafka",7909808
Where the Devil Waits,rock,Darkher,2022,https://images.genius.com/c7053d5f0d68b53ed0aa153cd74c2165.600x600x1.jpg,612,[Verse 1]\nWill I ever forget\nAs night falls\nTake my heart from the sword\nIn the still of winter\n\n[Chorus]\nWhere the rapture is breaking\nWith your burning hands around me\nI can't breathe me\nWhere the Devil waits to capture\nAll of me\n[Verse 2]\nHere I bury the storm\nIn blinding light\nHere the sorrow is gone\nIn the cold of morning\n\n[Chorus]\nWhere the rapture is breaking\nWith your burning hands around me\nI can't breathe me\nWhere thе Devil waits to capture\nAll of me,7909834
Mommy Long Legs,rock,Endigo,2022,https://images.genius.com/ea3ee169129bf83f9500f7967ad5aac5.640x640x1.jpg,3700,"[Verse 1]\nYou better run, you better hide\nMommy Long Legs is coming\nYou better not get stuck inside\nMommy Long Legs is coming\n\nYou better stay in bed tonight\nMommy Long Legs is coming\nYou better not be scared to die\nMommy Long Legs is coming\nShe's always watching from the dark\nShe thinks you look yummy\nAnd if you blink, she'll eat you up\nMommy Long Legs is hungry\n\nIt's been so long here in my web\nWithout any playmate\nSo don't be shy, it's dinner time\nLet's find out how you taste\n\n[Chorus]\nAre you scared of Mommy Long Legs?\nDon't be scared of Mommy Long Legs\nAre you scared of Mommy Long Legs?\nDon't be scared of Mommy Long Legs\n\n[Verse 2]\nYou better run, you better hide\nMommy Long Legs is coming\n'Cause you are on the menu now\nMommy Long Legs is coming\n\nHer slinky arms will grab ahold\nAnd then, she will eat you\nThere's no escaping anymore\nWas so nice to meet you\n[Chorus]\nAre you scared of Mommy Long Legs?\nDon't be scared of Mommy Long Legs\nAre you scared of Mommy Long Legs?\nDon't be scared of Mommy Long Legs\n\n[Outro]\nYou better run, you better hide\nMommy Long Legs is coming\nYou better not be scared to die\nMommy Long Legs is coming",7909836
The Seas,rock,Darkher,2022,https://images.genius.com/c7053d5f0d68b53ed0aa153cd74c2165.600x600x1.jpg,392,[Verse 1]\nThe seas\nUnderneath the soul\nStir my tears\nWhere we long ago\nBathed in the eternal stream\n\n[Chorus]\nHere lies the sun bleeding\n\n[Verse 2]\nThe seas\nHidden in the soul\nTides they weave\nIn dreams long ago\nTaken from my sleep\n[Chorus]\nHere lies the sun bleeding,7909841
Try me,pop,Suicidal.idol,2022,No image found,173,"(IRL)\nPut her next to me and tell me that you love me\nLook me in the eyes, do you wanna fuck me?\nK-K-Kiss me then push me\nT-Throw me, are you gonna fucking chomp me?\n\nSay you love me and then you drag me\nJust fucking toss me like a dead body\nSay you love me and then you drag me\nJust fucking toss me like a dead body\nLike a dead body\nL-L-Like a dead body\nCut me off I don't wanna feel you\nCut me off I just wanna feel okay\nBaby I'm no good for you\nBaby I'm no good for you\n\nPut her next to me and tell mе that you love me\nLook me in thе eyes, do you wanna fuck me?\nK-K-Kiss me then push me\nT-Throw me, are you gonna fucking chomp me?\n\nSay you love me and then you drag me\nJust fucking toss me like a dead body\nSay you love me and then you drag me\nJust fucking toss me like a dead body\n\nI'll see if, I'll see if, I'll see if, I'll see if [?]\nBaby come and cut my chest\nShow my scars, say I'm depressed\n[?] Then give me head\nEat my body, eat my flesh\n\nCall me in the fucking morning\nCall me when you're fucking horny\nLook me in the eyes, make me bleed\nSo I know you love me\nSlice me up and serve me cold\nLet me touch your danger zone\nK-I-S-S on my cuts\n[?] SSR\n\nPut her next to me and tell me that you love me\nLook me in the eyes, do you wanna fuck me?\nK-K-Kiss me then push me\nT-Throw me, are you gonna fucking chomp me?\n\nSay you love me and then you drag me\nJust fucking toss me like a dead body\nSay you love me and then you drag me\nJust fucking toss me like a dead body",7909850
Immortals,rock,Darkher,2022,https://images.genius.com/c7053d5f0d68b53ed0aa153cd74c2165.600x600x1.jpg,478,[Verse 1]\nIn the time of wonder\nBefore the tales were told\nSpeak of all creation\nNo more we seek\n\n[Chorus]\nI dive in the waves\nThey've risen above me\nCapsized in the seas\nImmortal are we\n\n[Verse 2]\nIn the days we gather\nWhen the spell is bound\nIn the calm of water\nNo more we seek\n\n[Chorus]\nI dive in the waves\nThey've risen above me\nCapsized in the seas\nImmortal are we\nImmortal are we\n\n[Outro]\nImmortal are we\nImmortal are we\nImmortal are we\nImmortal are we,7909853
Fear Not My King,rock,Darkher,2022,https://images.genius.com/c7053d5f0d68b53ed0aa153cd74c2165.600x600x1.jpg,412,"Fear not, we're never gone\nI'll kiss your every wound\nAnd in the scars we meet\nAs golden flowers bloom\n\nFear not the endless rain\nMy rivers run to you\nWe'll flow into the seas\nMy king\n\nThe more I close my eyes\nThe more I see\nWe are guided",7909867
Yours  Mine,rap,Horrorshow,2022,https://images.genius.com/04dacd455c78260b2e144cc08c9fc1e1.500x500x1.jpg,1456,"[Verse 1]\nIn between the lines on your blank face\nRead the signs, I can see you had a bad day\nSomething's on your mind, but you won’t say\nHard knock life, Annie are you ok?\n'Cause whatever it is, you can tell me\n'Cause we in this together, no Ben Lee\nSo you know how to keep it to yourself, I mean\nSometimes we all need a little help\n’Cause I'm yours and you're mine and you're all on my mind\nThough the tide may be rising, I'm sure we'll be fine\nIf we fightin' a war, let our forces combine\n'Cause I’m standing beside you, I’ll fall into line\nTo back you up 'cause I got your back, straight from the horse’s mouth\nI can promise that, I can see you're out of sorts\nAnd the only way we're sortin' it out\nIs if you and I are talking it out\n[Pre-Chorus 1]\nWhen we’re all worn down\nLike the soles of our shoes\nGot your soul feeling weary\nGot you singing the blues\nWhen it all falls down\nWe don't know what to do\nWell let me tell you just what I'll say to you\n\n[Chorus]\nYou know it's been a while, babe\nSince I seen you smile, babe\nThat's how I know that something's wrong\nSo lay it on the line, babe\nSay what's on your mind, babe\nI wanna know what's going on (Haha)\n\n[Verse 2]\nSee if you got a problem then I got a problem too\nSo let's sit down, work out what we're gonna do\nTake a step back, look at the bigger picture\nI'll be right there starin' at the image with you\nSo let's chew the fat, throw me a bone\nIf only you would open up and show me your dome\nI wrote this little poem 'cause I'm hoping you know\nThat you never have to go it alone, no you don't\n'Cause you're mine and I'm yours so in spite of it all\nI'll be climbin' your walls, goin' right to the source\nIf we slip or we stumble, it's par for the course\n'Cause the bigger the heights, yeah, the higher the fall, yeah\nSo just remember that mi casa es su\nSo me and you? We'll be seeing this through\nNow let me show you to your room with a view\nPull up a chair, let me share this with you\n[Pre-Chorus 2]\nWhen we're all worn down\nLike the soles of our shoes\nIf it's a storm in a teacup\nWell, let's make it for two\nWhen it all boils down\nWe'll both be drinking a brew\nWell let me tell you just what I'll say to you\n\n[Chorus]\nYou know it's been a while, babe\nSince I seen you smile, babe\nThat's how I know that somethings wrong (Tell me, is something wrong?)\nSo lay it on the line, babe (Lay it on the line)\nSay what's on your mind, babe (What's on your mind?)\nI wanna know what's going on ('Cause I wanna know, wanna know, wanna know, wanna know)\nYou know it's been a while, babe\nSince I seen you smile, babe\nThat's how I know that somethings wrong (Tell me, is something wrong?)\nSo lay it on the line, babe\nSay what's on your mind, babe\nYou know what's mine is yours\nAnd of course, what's yours is mine",7909874
Sirens Nocturne,rock,Darkher,2022,https://images.genius.com/c7053d5f0d68b53ed0aa153cd74c2165.600x600x1.jpg,473,I foresee\nA storm will come\nCarry me home\nFrom the beast of burden\nI will seek\nI will go\nWhere no tomorrow\nWill ever find me\nNever find me,7909876
Chewing Gum,rock,​vern matz,2022,https://images.genius.com/f811a8faf5819db98faf3a4b1286e72a.500x500x1.jpg,100,"[Verse 1]\nI've never looked so young\nSo now it's all looking down\nShe's been on my mind like gum stuck to the ground\n\n[Verse 2]\nI've never been so high\nThe blue birds in the sky\nUp overhead like they know something I don't\n\n[Pre-Chorus]\nAnd if I've been overplaying\nThe cards that I've been dealt\nI hope you won't mind me saying you look lovely\nBut I don't quite know why\n[Chorus]\nYou're wrapped in armor\nAnd cut through the cracks\nIt's easy to love you and harder to love me back\n\n[Sax solo]\n\n[Verse 3]\nI've never been so wrong\nThe red lights mark the ground\nOn my feet like anvils hitting thеir place\n\n[Pre-Chorus]\nAnd if I've been underplaying\nThе cards that I've been dealt\nI hope you won't mind me saying you look lovely\nBut I don't quite know why\n\n[Chorus]\nYou're dressed in armor\nAnd cut through with the cracks\nIt's easy to love you and harder to love me back\nIt's easy to love you and harder to love me back\nIt's easy to love you and harder to love me back\n\n[Bridge]\nI wish we were strangers\nMaybe then I'd have a chance\nI wish we were lovers\nBoy, I'd die to have a dance\n[Outro]\nWith you\nWith you\nWith you",7909878
DJ Play That Song For Me,pop,Bonnie McKee,2022,https://images.genius.com/354a04aa201f86351e01ed7e0e98943a.400x400x1.jpg,109,"[Verse 1]\nAnother weekend since you've been gone\nIt doesn't feel like it's been that long\nBut I guess it gets better every day\nYeah, yeah\nAnother bottle has come and gone\nI found myself in a stranger's arms\nCause I just want to make it fade away\nYeah, yeah\n\n[Pre-Chorus]\nMy heart is a broken machine\nNeed you to come set me free\nKeep on playing that music baby\nKeep on playing that music baby\nMy heart has been colder than ice\nI feel it, come back to life\nKeep on playing that music baby\nIt's all that's getting me through this baby\n[Chorus]\nDJ, play that song for me\nDJ, play that song for me\nDJ, play that song for me\nDJ, play that song for me\n\n[Verse 2]\nI see you calling and don't respond\nAnd now I feel like I'm right where I belong\nAnd I am ready for a change (yeah, yeah)\nMy body's moving, the bass is strong\nJust turn it up and nothing's wrong cause\nI can just keep dancing through the pain\nYeah, yeah\n\n[Pre-Chorus]\nMy heart is a broken machine\nNeed you to come set me free\nKeep on playing that music baby\nKeep on playing that music baby\nMy heart has been colder than ice\nI feel it, come back to life\nKeep on playing that music baby\nIt's all that's getting me through this baby\n\n[Chorus]\nDJ, play that song for me\nDJ, play that song for me\nDJ, play that song for me\nDJ, play that song for me\n[Bridge]\nI wanna dance till I can't feel nothing at all\nI wanna dance till I can't feel nothing\nDJ, play that song for me\nDJ, play that song for me\nI wanna dance till I can't feel nothing at all\nI wanna dance till I can't feel nothing\n\n[Pre-Chorus]\nMy heart is a broken machine\nNeed you to come set me free\nKeep on playing that music baby\nKeep on playing that music baby\nMy heart has been colder than ice\nI feel it, come back to life\nKeep on playing that music baby\nIt's all that's getting me through this baby\n\n[Chorus]\nDJ, play that song for me\nDJ, play that song for me\nDJ, play that song for me\nDJ, play that song for me\n\n[Post-Chorus]\nI wanna dance till I can't feel nothing at all\nI wanna dance till I can't feel nothing",7909880
Vegas,rap,Doja Cat,2022,https://images.genius.com/33d95eb14aae00d053b98ed4393e428a.1000x1000x1.jpg,231469,"[Intro: Shonka Dukureh]\nYeah, ah, get it\nYeah, ah, get it\nYeah, yeah, ah, get it\nYeah, ah, get it\nYeah, ah, get it\nYeah\n\n[Chorus: Doja Cat, Shonka Dukureh]\nYou ain't nothin' but a\nDog, player, ah, get it\nFraud, player, ah, get it\nI understand, I understand\nYou ain't the man, you ain't a man\nYou ain't nothin' but a\nHound dog, hound dog, hound dog\nYou ain't nothin' but a\n[Verse 1: Doja Cat, Shonka Dukureh]\nPlayer gettin' valeted around in that ho whip\nTwo fingers up, one down with my toes ten\nFlewed out with my boobs out, put a cork in it\nLove it when you be cryin' out when I'm corseted\nI don't think he gon' make it, do not let me start ragin'\n****, I'm losin' my patience, this ain't stayin' in Vegas (You ain't nothin' but a)\nThere's more sides to the story, I'ma tell everybody\nHad your ass sittin' courtside with your arm around me\nHad your ass sittin' first class with your burnt ass out in Abu Dhabi\nCoulda been what we shoulda been\nBut you lost a bet, now you gotta find me\nFind a seat\nI ain't playin', that's hide and seek\nHigh school when you finally peaked\nHound dog, come find a treat\nI'm a bad bitch, but\n\n[Chorus: Doja Cat, Shonka Dukureh]\nYou ain't nothin' but a\nDog, player, ah, get it\nFraud, player, ah, get it\nI understand, I understand\nYou ain't the man, you ain't a man\nYou ain't nothin' but a\nHound dog, hound dog, hound dog (Yeah, yeah, said)\nYou ain't nothin' but a\n[Verse 2: Doja Cat, Shonka Dukureh]\nI get it, I know you got some other **** you wanted\nI get it, you needed someone that could prove you wrong\nSo I reckon you leave all of your problems at the door to my city\nYou gon' need to tell my brothers where you from\nAnd I admit it, I still got empathy\nAnd you gon' feel it for two weeks when I release you in them sheets (You ain't nothin' but a)\nAnd keep my meanin' discreet, keep the cleanin' my gym\nThen put that Yeezy in your teeth, let my demons off they leashes\nIf you even think to speak, I'ma give a whole new meanin'\nWhen you said you live in a dream, we can keep that **** asleep\nAnd you gon' laugh with all your Gs\nCountin' them sheep, sheep, sheep, sheep\nTalkin' 'bout Z-Z-Z-Z-Z-Z-Z, R.I.P\n\n[Chorus: Doja Cat, Shonka Dukureh]\nYou ain't nothin' but a\nDog, player, ah, get it\nFraud, player, ah, get it\nI understand, I understand\nYou ain't the man, you ain't a man\nYou ain't nothin' but a\nHound dog, hound dog, hound dog\nYou ain't nothin' but a\nDog, player, ah, get it\nFraud, player, ah, get it\nI understand, I understand\nYou ain't the man, you ain't a man\nYou ain't nothin' but a\nHound dog, hound dog, hound dog\nYou ain't nothin' but a\n[Outro: Shonka Dukureh]\nYeah, ah, get it\nYeah, ah, get it\nYeah, yeah, ah, get it\nYeah, ah, get it\nYeah, yeah, ah, get it\nYeah, you ain't nothin' but a",7909890
Pain.,pop,Samaki,2022,https://images.genius.com/bdc61beaa3424be689ef07036df760cc.825x825x1.jpg,63,"[Chorus]\nPain\nOne of just the couple that I can't stop\nWater rushing over it can break rock\nEvery single morning it’s the same old, same old thing\nRain\nStepping in these puddles in the same socks\nLately I don't seem to feel a change coming\nEvery single morning it's the same old, same old thing\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\n[Verse]\nI do what you demand of I\nI rule, I shoot, I handle mine\nYou move the hoop, you can’t deny\nDon't fuck with me, I plan to die\nFor class respect, for clashing breeds\nI passed the test, now answer me\nI grasp at straws to bring new heights\nAt last how long 'till I see lights\nBut do I wanna know another fucking lie?\nTell me “it's coming soon Khalyl” and I just gotta try\nBut it's been difficult, hearing these harmonies\nDiscord between my mind and what you all been telling me\nTurn off my daily news, block out my passion please\nCall on my daily muse to build a masterpiece\nBeen trying to get it right\nStill trying to get it right\nDon't think I got it right\nStill trying to get it right\nStill trying to get it\n\n[Chorus]\nPain\nOne of just the couple that I can't stop\nWater rushing over it can break rock\nEvery single morning it's the same old, same old thing\nRain\nStepping in these puddles in the same socks\nLately I don’t seem to feel a change coming\nEvery single morning it’s the same old, same old thing\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real\nFor real",7909894
Mom Lovers Anthem,rap,Lil Boom,2022,https://images.genius.com/f188b144720556f2439520c7517a0919.1000x1000x1.jpg,58,"[Intro]\n(Boom, my mom loves you)\nMom, mom, mom, mom\n([?])\nAyy, gotta get the- (Gotta get-), gotta get- (Gotta get-)\nGotta get the- (Gotta get-), gotta get- (Gotta get-)\nGotta get the-, gotta get- (Yeah)\nGotta get the MILF (Yeah), gotta get the MILF (Uh)\nGotta get the MILF (Yeah), gotta get the MILF (Uh, plug)\n\n[Chorus]\nGotta get the MILF (Yeah), gotta get the MILF (Uh)\nGotta get the MILF (Yeah), gotta get the MILF (Uh)\nGotta get the MILF (Yeah), gotta get the MILF (Uh)\nGotta get the MILF (Yеah), gotta get the MILF\n[Verse]\nGot that nice facе, you know I'm talkin' 'bout soulmate ('Bout soulmate)\nI hope your bitch wanna go take me on a date (Date)\nI'm finna go and get my ice so we can skate (Skate)\nI'm finna go and leave at six and go at eight (Eight)\nThat bitch fine, and she mine, don't know how to work FaceTime\nPaid her sister, did I mention that her age was seventy-nine?\nCount these checks 'til I get blisters, but that shit like all the time (Time)\nTakin' your old bitch out to Dillard's, and we shoppin' out 'til nine (Nine)\nNice thighs (Nice thighs), nice face (Nice face)\nI don't describe anyone so amazin' (So amazin')\nNext door where it all took place (Next door)\nLil Boom, my lil' MILF chaser\nBad MILF, good MILF, young MILF, old MILF, black MILF, white MILF, I need all of 'em\nMake a bitch want me, say she love me, but her husband won't give her to me\nFitted [?] with the Dickies, want more swag, then you know I gotta [?]\nWith this girl, I want her mom, but she told me I want no part in it\n\n[Chorus]\nGotta get the MILF (Gotta get-), gotta get the MILF (Gotta get-)\nGotta get the MILF (Gotta get-), gotta get the MILF (Gotta get-)\nGotta get the MILF (Gotta get-), gotta get the MILF (Gotta get-)\nGotta get the MILF (Gotta get-), gotta get the MILF (Gotta get-)",7909895
Unbound,rock,Darkher,2022,https://images.genius.com/c7053d5f0d68b53ed0aa153cd74c2165.600x600x1.jpg,430,It took my hope\nIt took my faith\nLeft my body\nSo I breathe\nFor nothing is real\nNothing is real,7909897
Ice on My Blood Lyrics,rap,Young G,2022,https://images.genius.com/20e971303e37a8476192eecb5fe0c332.640x640x1.jpg,163,Ei !! you\nLook..look…\nI'm still giving punches\nThe mother fuck Beest!!\nI'm tell you nobody can compete\nI sware\nMy homie which I Do it with so much class\nI'm shine my Nigga\nThis is for the homies which like the rap\nEvery time when I Do you know me Young G\nWith attitude\nSo thats how I still so fresh\nGie gie gie gie gie gie gie gie\nI rep for my hood i rep for my country\nThe Mexican Rapper is here\nIf you think Which this is game\nI Don’t play on this\nDay and night all day on my mind say Gotto do it just Gotto do it\nJust win on every track I guess the rap is mine\nJA JA JA JA  JA HA HA JA JA HA HA HA\nI Go hard homie\nEverything count from thе start to the end I'ma put on the top\nI just wanna tеll you just remember my name cause my name\nWill be recognized in all around the world\nChorus\nI go hard in every track !!yes sir yes sir!!\nMy vision this is rap make history\nNobody can do it like I'ma do it\n\nChorus x2\nI go hard in every track no one like me\nMy vision this is rap make history\nNobody can do it like I'ma do it\n\nGie Gie…\nYou know how i Do it\nOn my blood run ice\nI just wanna Be rich and don’t be broke\nAll i ever I wanted be and be Rap star\n\nI just wanna remind you homie who is the be BE!! BE!! BEST EVER !!\nJA JA HAA\nI guess the Top is Minee JA JA HA\nBO BO BO BOW!!\nThat's how supposed to Be No Na Homie is Who I am!!\nJA HA JA..\nHA JA HA..,7909905
Loves Sudden Death,rock,Darkher,2022,https://images.genius.com/c7053d5f0d68b53ed0aa153cd74c2165.600x600x1.jpg,388,[Verse 1]\nBring the fallen stars\nHeaven has sent\nBefore the light\nCascades\nDeeper entwined\nEmptiness waits\nBehind its mortal cage\n\n[Chorus]\nLove's sudden death\nIs killing me\n[Verse 2]\nSecrets unborn\nBlackened hearts torn\nFor this unearthly gaze\nBeauty in fire\nTo live and to die\nFor all that will remain\n\n[Chorus]\nLove's sudden death\nIs killing me\n\n[Outro]\nIt never was\nIt never will be\nIt never was\nIt never will be,7909906
Purrgatory Blues,pop,Niví,2021,https://images.genius.com/15d620d4d1dc5a122e855233f6591610.1000x1000x1.jpg,694,"[Verse 1]\nHey babe don't know if you can hear me\nBut how's the weather down in Philly?\nDid you ever try that dirty chai?\nAnd is our English Ivy still alive?\nWish I could see you one more time\nHug you, kiss you, make your lyrics rhyme\nBack home where nothing ever changes\nWish things were different here, but the truth is\n\n[Chorus]\nI'm stuck in purrgatory too\nIt's just not the same without you, boo\nThink I'll take a purrgatory snooze\nAnd maybe I'll wake up next to you\nI've got the purrgatory blues\nYeah it ain't no purrgatory cruise\nIf you can hear this purrgatory tune\nJust know I'm thinking of you\n\n[Verse 2]\nHеy babe don't fret too much about me\nJust makе sure to feed the budgies daily\nYou can have my Pokemon collection\nBut give Debbie back her old guitar\nI think these clouds might dampen my sound\nSo I'll make sure to sing it really loud\nUp here where nothing really matters\nWish I was better off but the truth is\n[Chorus]\nI'm stuck in purrgatory too\nIt's just not the same without you, boo\nThink I'll take a purrgatory snooze\nAnd maybe I'll wake up next to you\nI've got the purrgatory blues\nYeah it ain't no purrgatory cruise\nIf you can hear this purrgatory tune\nJust know I'm thinking of you\nI've got the purrgatory blues\nWish I had some purrgatory booze\nIf you can hear this purrgatory tune\nJust know I'm thinking of you\n\n[Outro]\n(spoken) That was good, I liked that, I think that was great",7909912
